Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-NoPreJIT-128,dotnetcore3.1,x86_64,yes,no,no,239349,128MB,158,166.64,4490.204,3081.365,35.974134264450164
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-NoPreJIT-1769,dotnetcore3.1,x86_64,yes,no,no,239349,1769MB,100,166.164,242.063,196.531,32.828160170006804
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-NoPreJIT-256,dotnetcore3.1,x86_64,yes,no,no,239349,256MB,100,165.719,2058.661,856.044,32.344625955869994
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-NoPreJIT-512,dotnetcore3.1,x86_64,yes,no,no,239349,512MB,100,163.779,872.671,235.774,29.437059307415
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-NoPreJIT-5120,dotnetcore3.1,x86_64,yes,no,no,239349,5120MB,100,161.676,235.582,192.596,55.881588029700005
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-1024,dotnetcore3.1,x86_64,yes,no,yes,239349,1024MB,100,286.51,263.979,196.693,27.87788368907
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-128,dotnetcore3.1,x86_64,yes,no,yes,239349,128MB,179,288.666,3139.91,3122.02,33.245712893049586
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-1769,dotnetcore3.1,x86_64,yes,no,yes,239349,1769MB,100,290.001,154.539,197.417,30.333626204711873
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-256,dotnetcore3.1,x86_64,yes,no,yes,239349,256MB,100,290.75,1412.65,847.538,29.6174688349
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-512,dotnetcore3.1,x86_64,yes,no,yes,239349,512MB,100,288.853,571.337,235.762,26.925838451649998
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-NoR2R-YesPreJIT-5120,dotnetcore3.1,x86_64,yes,no,yes,239349,5120MB,100,283.018,150.996,194.791,49.01561596445
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-1024,dotnetcore3.1,x86_64,yes,yes,no,672637,1024MB,100,176.624,279.981,207.188,28.31950123897
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-128,dotnetcore3.1,x86_64,yes,yes,no,672637,128MB,169,170.469,3306.038,3437.623,34.24932186091495
