Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
Minimal,Minimal-Net6-Arm64-NoTC-NoR2R-YesPreJIT-05120,dotnet6,arm64,no,no,yes,18314,5120MB,100,251.315,43.101,120.515,31.1078078721
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-01024,dotnet6,arm64,no,yes,no,15416,1024MB,100,264.034,72.852,120.49,22.7778995561
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00128,dotnet6,arm64,no,yes,no,15416,128MB,100,265.674,727.611,383.736,22.052253927889996
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-01769,dotnet6,arm64,no,yes,no,15416,1769MB,100,264.474,44.968,119.549,23.989497960415896
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00256,dotnet6,arm64,no,yes,no,15416,256MB,100,264.304,361.657,164.619,21.954263437939996
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-00512,dotnet6,arm64,no,yes,no,15416,512MB,100,265.338,161.339,129.922,22.141749042029996
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-NoPreJIT-05120,dotnet6,arm64,no,yes,no,15416,5120MB,100,230.714,43.383,119.337,31.0480209065
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-01024,dotnet6,arm64,no,yes,yes,15416,1024MB,100,287.634,70.171,121.322,22.75325143286
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00128,dotnet6,arm64,no,yes,yes,15416,128MB,100,285.507,720.42,419.778,22.10034016832
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-01769,dotnet6,arm64,no,yes,yes,15416,1769MB,100,286.54,42.694,119.544,23.936996634108493
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00256,dotnet6,arm64,no,yes,yes,15416,256MB,100,287.762,361.285,160.248,21.93844935887
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-00512,dotnet6,arm64,no,yes,yes,15416,512MB,100,285.697,157.399,128.47,22.10579952895
Minimal,Minimal-Net6-Arm64-NoTC-YesR2R-YesPreJIT-05120,dotnet6,arm64,no,yes,yes,15416,5120MB,100,250.332,41.827,121.253,31.072067693399994
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-01024,dotnet6,arm64,yes,no,no,18315,1024MB,100,231.797,45.715,137.199,22.63886819428
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00128,dotnet6,arm64,yes,no,no,18315,128MB,100,231.798,494.447,2068.972,24.472387028495
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-01769,dotnet6,arm64,yes,no,no,18315,1769MB,100,233.15,30.391,139.534,24.114056452996913
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00256,dotnet6,arm64,yes,no,no,18315,256MB,100,233.772,248.977,439.108,22.4936248014
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-00512,dotnet6,arm64,yes,no,no,18315,512MB,100,231.856,105.543,179.947,22.10327684967
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-NoPreJIT-05120,dotnet6,arm64,yes,no,no,18315,5120MB,100,211.006,30.165,126.65,30.6543922717
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01024,dotnet6,arm64,yes,no,yes,18315,1024MB,100,250.231,42.505,140.463,22.63958153118
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00128,dotnet6,arm64,yes,no,yes,18315,128MB,100,251.298,481.523,2105.056,24.510985554819996
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-01769,dotnet6,arm64,yes,no,yes,18315,1769MB,100,249.97,29.344,137.48,24.042625810689234
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00256,dotnet6,arm64,yes,no,yes,18315,256MB,100,252.046,234.199,463.747,22.526495965754997
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-00512,dotnet6,arm64,yes,no,yes,18315,512MB,100,251.086,98.097,174.282,22.0158690793
Minimal,Minimal-Net6-Arm64-YesTC-NoR2R-YesPreJIT-05120,dotnet6,arm64,yes,no,yes,18315,5120MB,100,230.015,28.215,129.753,30.7312659894
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01024,dotnet6,arm64,yes,yes,no,15417,1024MB,100,232.05,42.974,140.182,22.642086877039997
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00128,dotnet6,arm64,yes,yes,no,15417,128MB,100,232.469,508.334,2072.009,24.5005920028525
